"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Control_1","Control_2","Activated_1","Activated_2","go","genename"
"Npm1",5454.96469846733,0.520020051373614,0.13048746386927,3.98521080840839,6.74202433555861e-05,0.000570744868768243,4071,4916,6023,7030,"GO:0000055","nucleophosmin 1"
"Pxn",2182.66505073143,0.617650541438899,0.154982772364544,3.98528515147533,6.73991374345572e-05,0.000570744868768243,1531,1933,2284,3099,"GO:0000187","paxillin"
"Zfp106",3664.08365608134,0.553928894741825,0.139051248405224,3.98363122298307,6.78701669419326e-05,0.000573955908260699,2797,3126,4257,4580,"GO:0001515","zinc finger protein 106"
"Sap30",199.921436985878,-1.18245219371693,0.29703160180846,-3.98089693661427,6.86557142712509e-05,0.000580146140951997,297,246,126,121,"GO:0000118","sin3 associated polypeptide"
"Haao",243.440972951535,-1.01288123895474,0.25468558244564,-3.97698695477169,6.97939922788897e-05,0.000589305002616689,248,419,151,177,"GO:0000334","3-hydroxyanthranilate 3,4-dioxygenase"
"Ddx21",1265.98223065979,0.628354536982915,0.158058017436646,3.97546766164379,7.02410885780265e-05,0.000592156974759347,926,1062,1420,1703,"GO:0000166","DEAD (Asp-Glu-Ala-Asp) box polypeptide 21"
"Ncf4",906.128070071077,0.643099173474567,0.161762742481021,3.97557041634615,7.02107647824911e-05,0.000592156974759347,617,809,1118,1119,"GO:0005086","neutrophil cytosolic factor 4"
"Atg4c",210.404064501938,-1.0708595696554,0.269403100944273,-3.97493408911023,7.03987497298855e-05,0.000593024615726166,217,367,140,135,"GO:0000045","autophagy related 4C, cysteine peptidase"
"Phf17",293.45478815533,-0.913801595577482,0.229911819819009,-3.97457423588246,7.05052688954941e-05,0.000593460433523611,358,408,190,223,NA,NA
"Thap3",87.056488051128,-1.51051359822316,0.380157194635605,-3.97339211131082,7.08562604769075e-05,0.000595951762225418,112,148,40,52,"GO:0003674","THAP domain containing, apoptosis associated protein 3"
"Eif2s2",722.180690171039,0.687972206949367,0.173166122037081,3.97290300698682,7.10019662183809e-05,0.00059671396434734,508,600,838,971,"GO:0001701","eukaryotic translation initiation factor 2, subunit 2 (beta)"
"Atp10d",1015.77448335896,-0.72072788647343,0.181562807791612,-3.96957887598126,7.19997703403666e-05,0.000604630629532707,1077,1479,860,687,NA,"ATPase, class V, type 10D"
"Ogdh",1707.59304400651,0.560511378850556,0.141214718429095,3.96921358542377,7.21102248628552e-05,0.000605089129310078,1210,1570,1970,2158,"GO:0004591","oxoglutarate (alpha-ketoglutarate) dehydrogenase (lipoamide)"
"Csnk1d",1127.47426036999,0.613891519723062,0.154711823911948,3.96796769762374,7.24881562589991e-05,0.000607789625970385,744,1062,1331,1435,"GO:0000166","casein kinase 1, delta"
"Shoc2",1172.26986067029,0.626291713454245,0.15785942993101,3.96740133755682,7.2660576359623e-05,0.000608764132794893,853,991,1329,1560,"GO:0000164","soc-2 (suppressor of clear) homolog (C. elegans)"
"Polk",204.365294279672,-1.11677718278695,0.28154816659849,-3.96655817823017,7.29179827451976e-05,0.000610448614434873,200,377,126,136,"GO:0003677","polymerase (DNA directed), kappa"
"Ppia",4006.75335132953,0.586119882140442,0.147836492923744,3.96464952968528,7.35038597632804e-05,0.000614878233834453,2519,4023,4417,5360,"GO:0000413","peptidylprolyl isomerase A"
"Rbfa",60.1850085013246,-1.80873111459454,0.45650999866178,-3.96208433527563,7.42982849250955e-05,0.000621044228853055,84,104,29,25,"GO:0003674","ribosome binding factor A"
"Zfp157",94.2698421986533,-1.44078726559168,0.363825865022748,-3.96010125751119,7.49179899545823e-05,0.000625741391810324,116,163,49,54,"GO:0003674","zinc finger protein 157"
"Insr",537.315771386191,-0.757099809607005,0.191222839633921,-3.95925408835265,7.5184214768831e-05,0.000627481200763287,548,825,409,400,"GO:0000166","insulin receptor"
"Ccdc47",943.556850439069,-0.633765681663464,0.160142065620748,-3.95752158689123,7.57314453213173e-05,0.000631561776109185,968,1355,734,765,"GO:0001649","coiled-coil domain containing 47"
"Nae1",371.946724433606,0.86469572196425,0.218562761835268,3.95628109154283,7.6125581631862e-05,0.000634360327552278,203,336,451,525,"GO:0005737","NEDD8 activating enzyme E1 subunit 1"
"1810012P15Rik",49.4575612067588,-2.09775611601496,0.530404992599864,-3.95500823951991,7.65320141483661e-05,0.00063725696331226,52,115,20,18,NA,NA
"Vps37b",193.939619155471,1.14157451126051,0.288852229284596,3.9521055942267,7.74665413038324e-05,0.000644543042968061,128,110,251,290,"GO:0000813","vacuolar protein sorting 37B"
"Cds2",379.331594030442,-0.812908129318407,0.205874319532044,-3.94856498453115,7.8621074436903e-05,0.000653647044800438,410,568,271,287,"GO:0004605","CDP-diacylglycerol synthase (phosphatidate cytidylyltransferase) 2"
"Tuba1c",617.661692957259,0.73970838199693,0.187369413624955,3.94786090048589,7.88525951260452e-05,0.000655069143405252,445,476,774,790,"GO:0000166","tubulin, alpha 1C"
"Eif5b",2045.21246601233,0.555674013760787,0.140774811885728,3.94725452882754,7.90525019324884e-05,0.000656226630984404,1457,1878,2264,2681,"GO:0000166","eukaryotic translation initiation factor 5B"
"Ap3d1",973.29578449687,0.640483413637499,0.162300874662221,3.94627210093886,7.93774031292054e-05,0.000658399991357657,707,814,1166,1237,"GO:0005622","adaptor-related protein complex 3, delta 1 subunit"
"Arl10",91.1575867228095,-1.66826312960878,0.422762966631891,-3.94609571150393,7.94358708302832e-05,0.000658399991357657,89,200,53,35,"GO:0000166","ADP-ribosylation factor-like 10"
"Taok3",1232.15161664598,-0.60990425371216,0.154583491281226,-3.94546822986803,7.96441919825699e-05,0.000659621966167569,1372,1607,971,1005,"GO:0000165","TAO kinase 3"
"Atm",675.680365215385,-0.681902556203025,0.173043110592793,-3.94065128549201,8.12606828114097e-05,0.000672495780669214,726,952,522,529,"GO:0000077","ataxia telangiectasia mutated"
"Sec23b",349.090369551937,0.843484329240192,0.214090827605551,3.93984337710283,8.15348226888824e-05,0.000674249415411193,209,297,455,453,"GO:0005515","SEC23 homolog B, COPII coat complex component"
"Aamp",310.659808628804,0.886322623126579,0.225249884890818,3.93484162514087,8.32515749776004e-05,0.000687920909025435,182,260,367,453,"GO:0005829","angio-associated migratory protein"
"Fbxo32",59.4942829706813,-1.83095921495344,0.465464829984045,-3.93361452253268,8.36779420436708e-05,0.00069091703213345,92,92,23,30,"GO:0004842","F-box protein 32"
"Ik",1594.65133632136,0.606995581098844,0.154318192026043,3.93340262174927,8.37517773684188e-05,0.000691000003223215,1148,1387,1723,2193,"GO:0000228","IK cytokine"
"Setdb2",381.286466469284,-0.84405307913344,0.214606078395954,-3.93303435504813,8.38802437921671e-05,0.000691533242770583,397,599,287,265,"GO:0000278","SET domain, bifurcated 2"
"Nlrp1c-ps",372.050653598159,-0.877519876602457,0.223156314096328,-3.93231031869286,8.41333603266538e-05,0.000693092541763225,437,529,291,238,NA,"NLR family, pyrin domain containing 1C, pseudogene"
"Acbd3",501.108449850115,0.785273840248807,0.199820916670102,3.92988808846908,8.49854067053001e-05,0.000699579719482155,356,376,644,639,"GO:0000062","acyl-Coenzyme A binding domain containing 3"
"Snrpa",433.555431569089,0.777144308916402,0.197830419760046,3.92833574259723,8.55357419812306e-05,0.000703575317298915,268,379,543,567,"GO:0000398","small nuclear ribonucleoprotein polypeptide A"
"Cct5",1378.82300370601,0.587394786771361,0.149547617340744,3.92781106925283,8.57225085643363e-05,0.000704094526055678,997,1214,1563,1798,"GO:0000166","chaperonin containing Tcp1, subunit 5 (epsilon)"
"Kpna3",672.816528112987,0.711626520034647,0.181177183399225,3.92779326117777,8.57288544140533e-05,0.000704094526055678,404,636,804,892,"GO:0005634","karyopherin (importin) alpha 3"
"Srsf7",4253.03636965451,0.558028117232256,0.142113284091592,3.92664289478108,8.61397255313251e-05,0.000706933065667307,3291,3557,4986,5280,"GO:0003676","serine/arginine-rich splicing factor 7"
"Tatdn3",156.752963425955,-1.1804066234911,0.300777658215364,-3.92451563887736,8.69044139639968e-05,0.000712668823975759,174,269,105,89,"GO:0004518","TatD DNase domain containing 3"
"Zbtb32",24.8996928631608,2.99599149032998,0.764125040135397,3.92081313000699,8.82506800129627e-05,0.000723161585915601,6,5,38,52,"GO:0000228","zinc finger and BTB domain containing 32"
"Csf1",69.3614748546791,2.01919302984354,0.515446360802974,3.91736790361269,8.95210718773852e-05,0.000733017212129791,38,14,105,120,"GO:0001503","colony stimulating factor 1 (macrophage)"
"Hmha1",2095.97293846643,-0.561707085876261,0.143512191683494,-3.91400256164344,9.0778671512548e-05,0.000742753284362109,2286,2719,1719,1708,NA,NA
"Adss",814.990362565179,0.674242451473404,0.172293588646975,3.91333454000374,9.10302824504991e-05,0.000744249848895288,515,760,1034,994,"GO:0000166","adenylosuccinate synthetase, non muscle"
"Fam111a",764.690885273288,-0.692722346117089,0.177042175168204,-3.91275324909981,9.12497620295537e-05,0.000745481653141897,749,1178,583,602,"GO:0000785","family with sequence similarity 111, member A"
"Tia1",573.479059227727,-0.731482056050422,0.186958708852438,-3.91253266852503,9.13331779797495e-05,0.00074560084178947,577,880,430,444,"GO:0003676","cytotoxic granule-associated RNA binding protein 1"
"Btf3",1085.42190801667,0.642697386939615,0.164286745138257,3.91204650380496,9.15172830559413e-05,0.00074654121035016,797,895,1220,1468,"GO:0001701","basic transcription factor 3"
"Hnrnph2",639.499393840856,0.701776518226224,0.179515398059223,3.9092831356712,9.25704155830929e-05,0.000754563816412073,448,527,803,800,"GO:0003676","heterogeneous nuclear ribonucleoprotein H2"
"Hsf2",182.377324649111,1.17752182833022,0.301273344429401,3.90848327640931,9.28773751813961e-05,0.000756496695744409,76,155,269,243,"GO:0000977","heat shock factor 2"
"Chd2",2427.06774247235,0.557515478465017,0.142671087749122,3.90769767905163,9.31797970915552e-05,0.000758389738461921,1772,2169,2991,2855,"GO:0000166","chromodomain helicase DNA binding protein 2"
"Pqlc1",296.667409106905,-1.06396100326335,0.272297500375394,-3.90734766862182,9.33148356329333e-05,0.000758918629438113,286,542,224,163,"GO:0003674","PQ loop repeat containing 1"
"Dpy19l1",1568.09502296163,-0.56377580994919,0.144397005246358,-3.90434558519634,9.44806931308091e-05,0.000767823967506418,1611,2166,1264,1300,"GO:0000030","dpy-19-like 1 (C. elegans)"
"Dopey1",822.938526849993,-0.718531832955779,0.184052710819051,-3.90394593895547,9.46369289790597e-05,0.000768517130157537,897,1165,690,565,"GO:0003674","dopey family member 1"
"A430093F15Rik",17.4195918777878,4.07783816233708,1.04494850979395,3.9024297600474,9.52318782648995e-05,0.000772769241381016,1,3,30,37,"GO:0003674","RIKEN cDNA A430093F15 gene"
"Serbp1",3208.15337702017,0.541952899162864,0.138935856479101,3.90074177319652,9.58983993355766e-05,0.00077759532934304,2348,2898,3461,4272,"GO:0003723","serpine1 mRNA binding protein 1"
"Baiap2",226.903980503888,1.04720333277478,0.268553134760527,3.89942695589307,9.64206193208767e-05,0.000780116198345457,153,139,288,332,"GO:0001221","brain-specific angiogenesis inhibitor 1-associated protein 2"
"Scd1",310.419324488024,2.35261567773526,0.603325268056256,3.89941512861664,9.64253290486999e-05,0.000780116198345457,126,68,461,595,"GO:0004768","stearoyl-Coenzyme A desaturase 1"
"Slc14a1",617.87198952124,-0.881389545386662,0.226015422367434,-3.8996876237666,9.63168741595701e-05,0.000780116198345457,535,1129,432,450,"GO:0005372","solute carrier family 14 (urea transporter), member 1"
"Snx3",686.576521992192,0.683733994312631,0.17537605372104,3.89867362051723,9.67210383314495e-05,0.000781784600434275,446,620,781,939,"GO:0005515","sorting nexin 3"
"Tmem231",162.323719822896,-1.14433222206596,0.293528679964807,-3.89853632770455,9.67758837978734e-05,0.000781784600434275,184,270,87,119,"GO:0001701","transmembrane protein 231"
"Rrp9",83.5032139519309,1.52566728975689,0.391390956718069,3.89806474464835,9.69644946223554e-05,0.00078272456799104,41,45,110,142,"GO:0003723","RRP9, small subunit (SSU) processome component, homolog (yeast)"
"Cd70",18.1179786030241,6.17576983015838,1.58457611390796,3.89742706327144,9.72200889040697e-05,0.000784203442366185,0,1,30,43,"GO:0002020","CD70 antigen"
"Cd74",125634.387024465,0.531157103397569,0.136315937815778,3.8965150510529,9.75867456434479e-05,0.000786575309193059,91031,115697,129683,172709,"GO:0000187","CD74 antigen (invariant polypeptide of major histocompatibility complex, class II antigen-associated)"
"Atp6v1h",502.485344012321,0.73062512776757,0.187575571949617,3.89509742752545,9.81592664985134e-05,0.000790014364025554,336,424,616,655,"GO:0000221","ATPase, H+ transporting, lysosomal V1 subunit H"
"Myc",417.471153023514,0.804154146426023,0.206450374869016,3.89514500487696,9.81400006095201e-05,0.000790014364025554,287,320,491,587,"GO:0000122","myelocytomatosis oncogene"
"Zfp192",257.533611788517,-1.14959218147492,0.29539459702136,-3.89171702213562,9.95372985043572e-05,0.000800510434074017,251,482,195,127,NA,NA
"Tpp1",669.324788876722,0.692347147017376,0.17801534480604,3.88925543341074,0.000100552241973653,0.000808073024703696,477,546,782,896,"GO:0004175","tripeptidyl peptidase I"
"Chtf8",682.061401936074,0.720618397947611,0.185303413747094,3.88885656975065,0.000100717615280267,0.000808802021001582,480,550,751,976,"GO:0003677","CTF8, chromosome transmission fidelity factor 8"
"Supt5h",1005.67541409731,0.60836304931191,0.156492685331152,3.88748552703638,0.00010128802494683,0.000812780129073342,709,893,1193,1269,NA,NA
"Coro2a",1306.39391792444,-0.5776376516057,0.148647890604724,-3.88594583653878,0.000101932233570757,0.000817344105308666,1397,1747,1028,1097,"GO:0003779","coronin, actin binding protein 2A"
"Akt2",514.615675243068,0.746438307647877,0.192117221413655,3.8853274170601,0.00010219206813796,0.000818821504540328,346,426,583,728,"GO:0000166","thymoma viral proto-oncogene 2"
"Anxa4",708.800376187563,0.659015423007802,0.16970940792485,3.88319911704379,0.000103091078757396,0.000824804768226637,476,633,847,913,"GO:0001822","annexin A4"
"Fbxo30",192.515235513254,1.05938486117575,0.272810629318328,3.88322428573564,0.000103080403825244,0.000824804768226637,96,159,256,272,"GO:0004842","F-box protein 30"
"H2-K1",18121.201854449,0.597202564941325,0.153812813865384,3.88265808246635,0.000103320803089353,0.000826032664108459,14325,14214,19835,24527,"GO:0001916","histocompatibility 2, K1, K region"
"Srfbp1",159.833111569181,1.1197803558083,0.288453404221499,3.88201470123208,0.00010359461288454,0.000827610944969189,88,115,225,218,"GO:0003723","serum response factor binding protein 1"
"Tsc22d4",241.711091540247,-1.05564545788981,0.272163027544147,-3.87872470193835,0.000105005506263469,0.000838264295764301,269,394,120,201,"GO:0003700","TSC22 domain family, member 4"
"Pcmtd2",143.256025695927,-1.18049664069365,0.304521876063866,-3.8765577565471,0.000105944669891916,0.000845138887289491,159,246,86,92,"GO:0004719","protein-L-isoaspartate (D-aspartate) O-methyltransferase domain containing 2"
"Larp7",412.910513322473,0.776314588021215,0.200274934340601,3.87624437664757,0.000106081144361382,0.000845604883640066,257,359,503,555,"GO:0000122","La ribonucleoprotein domain family, member 7"
"Sumf1",550.789321013943,-0.715833351726788,0.184933722959417,-3.87075618373765,0.000108498268188453,0.00086423657300405,602,777,384,463,"GO:0005515","sulfatase modifying factor 1"
"Vps13d",1675.68210133744,0.66669214152233,0.172312524296341,3.86908696419396,0.000109243675288136,0.000869534705654942,1250,1325,2236,1913,"GO:0003674","vacuolar protein sorting 13D"
"1700021K19Rik",302.484979898026,-0.929886826968408,0.240455137531064,-3.86719467305321,0.000110094539821645,0.000875663839858941,302,511,186,238,NA,NA
"Pip5k1c",908.911333059538,0.620465294259888,0.160465395908558,3.86666103770723,0.000110335615597218,0.000876937434897039,608,841,1071,1163,"GO:0000166","phosphatidylinositol-4-phosphate 5-kinase, type 1 gamma"
"Ctnnb1",1682.83903386898,0.556188665388906,0.143865649451871,3.86602825280384,0.000110622128697525,0.000878570029457688,1142,1618,1951,2112,"GO:0000122","catenin (cadherin associated protein), beta 1"
"Cln5",546.010443324225,0.779023759926547,0.201540458598361,3.86534676632359,0.000110931477870354,0.000880381465032633,364,443,583,823,"GO:0005515","ceroid-lipofuscinosis, neuronal 5"
"Gdf15",18.4059548637158,3.7605906082066,0.973240468576297,3.86398914721227,0.00011155017977415,0.00088464355599807,3,2,38,31,"GO:0005125","growth differentiation factor 15"
"Mybbp1a",613.916181389614,0.694944294832625,0.179964838596352,3.86155595866887,0.000112667199318983,0.000892440806644711,431,508,721,819,"GO:0001047","MYB binding protein (P160) 1a"
"Rps6ka1",780.478393904039,-0.655489298716108,0.169750404738959,-3.86148887081662,0.000112698146726665,0.000892440806644711,836,1088,554,678,"GO:0000166","ribosomal protein S6 kinase polypeptide 1"
"Actb",70631.6122712956,0.534966611082763,0.138560400329293,3.86089106130899,0.000112974268592326,0.00089397388726126,46671,70735,74623,95430,"GO:0000166","actin, beta"
"Wdfy2",166.886070680734,-1.08395793026731,0.280996958229241,-3.85754328836189,0.00011453239977913,0.00090564196117322,195,263,104,113,"GO:0001934","WD repeat and FYVE domain containing 2"
"Fam102b",275.757491251355,-0.891215761592513,0.231282125766467,-3.85337067721525,0.000116502809941465,0.000920550649231138,324,395,183,209,"GO:0003674","family with sequence similarity 102, member B"
"Mlh3",154.298364412637,-1.12437224845979,0.292008804567205,-3.85047379008404,0.000117889546344734,0.000930829049236515,176,253,93,104,"GO:0000793","mutL homolog 3"
"Ftsjd2",795.936251746094,0.678993034127107,0.176357019036739,3.85010496228482,0.000118067216670544,0.000931552919294978,589,629,940,1047,NA,NA
